latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.25,94.75,1140.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),relativehumidity_2m (%),rain (mm),snowfall (cm),windspeed_10m (m/s),shortwave_radiation (W/m²)
2021-07-03T12:00,31.1,15,0.00,0.00,6.26,837.0
2021-07-03T13:00,34.5,12,0.00,0.00,7.50,936.0
2021-07-03T14:00,34.6,12,0.00,0.00,8.41,966.0
2021-07-03T15:00,34.6,13,0.00,0.00,8.61,927.0
2021-07-03T16:00,35.7,12,0.00,0.00,8.70,814.0
2021-07-03T17:00,35.5,13,0.00,0.00,8.01,634.0
2021-07-03T18:00,34.1,16,0.00,0.00,6.70,570.0
2021-07-03T19:00,33.7,16,0.00,0.00,5.85,398.0
2021-07-03T20:00,33.5,16,0.00,0.00,4.75,186.0
2021-07-03T21:00,33.4,17,0.00,0.00,3.10,59.0
2021-07-03T22:00,29.2,22,0.00,0.00,2.00,1.0
2021-07-03T23:00,27.3,23,0.00,0.00,1.92,0.0
2021-07-04T00:00,27.0,23,0.00,0.00,1.86,0.0
2021-07-04T01:00,24.3,28,0.00,0.00,1.35,0.0
2021-07-04T02:00,24.4,27,0.00,0.00,0.61,0.0
2021-07-04T03:00,24.3,27,0.00,0.00,1.94,0.0
2021-07-04T04:00,21.9,33,0.00,0.00,2.97,0.0
2021-07-04T05:00,21.2,35,0.00,0.00,3.01,0.0
2021-07-04T06:00,22.1,33,0.00,0.00,2.60,0.0
2021-07-04T07:00,21.9,33,0.00,0.00,2.75,16.0
2021-07-04T08:00,21.9,34,0.00,0.00,3.01,133.0
2021-07-04T09:00,22.2,34,0.00,0.00,3.42,310.0
2021-07-04T10:00,27.8,26,0.00,0.00,2.55,504.0
2021-07-04T11:00,28.5,24,0.00,0.00,2.42,683.0
2021-07-04T12:00,29.0,23,0.00,0.00,2.78,822.0
2021-07-04T13:00,33.2,16,0.00,0.00,2.69,926.0
2021-07-04T14:00,33.4,16,0.00,0.00,2.40,965.0
2021-07-04T15:00,33.7,15,0.00,0.00,2.73,961.0
2021-07-04T16:00,35.6,11,0.00,0.00,3.18,889.0
2021-07-04T17:00,35.5,11,0.00,0.00,3.49,770.0
2021-07-04T18:00,34.0,15,0.00,0.00,3.26,609.0
2021-07-04T19:00,34.0,14,0.00,0.00,3.24,421.0
2021-07-04T20:00,34.2,13,0.00,0.00,2.83,225.0
2021-07-04T21:00,34.3,13,0.00,0.00,1.96,61.0
2021-07-04T22:00,29.4,20,0.00,0.00,1.53,1.0
2021-07-04T23:00,26.9,21,0.00,0.00,1.17,0.0
2021-07-05T00:00,26.6,21,0.00,0.00,0.78,0.0
2021-07-05T01:00,25.8,18,0.00,0.00,1.70,0.0
2021-07-05T02:00,26.5,17,0.00,0.00,1.80,0.0
2021-07-05T03:00,24.9,18,0.00,0.00,2.42,0.0
2021-07-05T04:00,21.7,24,0.00,0.00,4.11,0.0
2021-07-05T05:00,21.2,24,0.00,0.00,3.81,0.0
2021-07-05T06:00,22.4,25,0.00,0.00,3.45,0.0
2021-07-05T07:00,21.9,26,0.00,0.00,3.21,16.0
2021-07-05T08:00,21.9,27,0.00,0.00,3.26,137.0
2021-07-05T09:00,22.2,27,0.00,0.00,4.03,323.0
2021-07-05T10:00,28.5,18,0.00,0.00,4.03,518.0
2021-07-05T11:00,29.3,17,0.00,0.00,3.54,697.0
2021-07-05T12:00,30.1,16,0.00,0.00,3.00,841.0
2021-07-05T13:00,33.7,12,0.00,0.00,2.64,932.0
2021-07-05T14:00,34.0,12,0.00,0.00,2.36,979.0
2021-07-05T15:00,34.1,12,0.00,0.00,1.99,948.0
2021-07-05T16:00,35.6,10,0.00,0.00,1.90,865.0
2021-07-05T17:00,35.6,10,0.00,0.00,2.04,709.0
2021-07-05T18:00,34.2,12,0.00,0.00,2.10,579.0
2021-07-05T19:00,34.2,11,0.00,0.00,2.15,348.0
2021-07-05T20:00,34.3,10,0.00,0.00,2.21,163.0
2021-07-05T21:00,34.6,10,0.00,0.00,2.70,51.0
2021-07-05T22:00,31.8,13,0.00,0.00,2.80,1.0
2021-07-05T23:00,28.3,17,0.00,0.00,2.75,0.0
2021-07-06T00:00,27.6,18,0.00,0.00,2.30,0.0
2021-07-06T01:00,26.3,19,0.00,0.00,1.63,0.0
2021-07-06T02:00,27.0,17,0.00,0.00,1.50,0.0
2021-07-06T03:00,26.5,17,0.00,0.00,1.36,0.0
2021-07-06T04:00,23.5,20,0.00,0.00,0.91,0.0
2021-07-06T05:00,23.3,20,0.00,0.00,1.20,0.0
2021-07-06T06:00,23.5,22,0.00,0.00,1.86,0.0
2021-07-06T07:00,22.5,23,0.00,0.00,2.00,15.0
2021-07-06T08:00,22.3,24,0.00,0.00,1.75,134.0
2021-07-06T09:00,22.5,26,0.00,0.00,2.32,318.0
2021-07-06T10:00,29.4,18,0.00,0.00,3.08,513.0
2021-07-06T11:00,30.1,18,0.00,0.00,3.45,692.0
2021-07-06T12:00,31.1,17,0.00,0.00,3.86,837.0
2021-07-06T13:00,35.1,12,0.00,0.00,3.89,936.0
2021-07-06T14:00,35.5,12,0.00,0.00,3.91,981.0
2021-07-06T15:00,35.6,11,0.00,0.00,4.11,966.0
2021-07-06T16:00,36.9,10,0.00,0.00,4.00,896.0
2021-07-06T17:00,36.8,10,0.00,0.00,4.05,774.0
2021-07-06T18:00,35.6,12,0.00,0.00,3.86,609.0
2021-07-06T19:00,35.5,12,0.00,0.00,4.20,420.0
2021-07-06T20:00,35.5,11,0.00,0.00,4.75,226.0
2021-07-06T21:00,35.9,10,0.00,0.00,4.10,64.0
2021-07-06T22:00,33.3,15,0.00,0.00,3.20,1.0
2021-07-06T23:00,28.5,23,0.00,0.00,2.83,0.0
2021-07-07T00:00,27.3,23,0.00,0.00,2.72,0.0
2021-07-07T01:00,24.8,23,0.00,0.00,2.50,0.0
2021-07-07T02:00,24.5,22,0.00,0.00,2.40,0.0
2021-07-07T03:00,24.5,22,0.00,0.00,2.32,0.0
2021-07-07T04:00,23.2,23,0.00,0.00,2.40,0.0
2021-07-07T05:00,22.4,23,0.00,0.00,2.73,0.0
2021-07-07T06:00,22.3,23,0.00,0.00,2.62,0.0
2021-07-07T07:00,22.1,23,0.00,0.00,2.26,15.0
2021-07-07T08:00,22.3,23,0.00,0.00,1.43,132.0
2021-07-07T09:00,22.5,24,0.00,0.00,1.97,316.0
2021-07-07T10:00,30.3,16,0.00,0.00,2.91,511.0
2021-07-07T11:00,31.2,16,0.00,0.00,3.54,691.0
2021-07-07T12:00,32.6,16,0.00,0.00,4.47,838.0
2021-07-07T13:00,37.3,10,0.00,0.00,5.38,938.0
2021-07-07T14:00,37.6,10,0.00,0.00,5.49,983.0
2021-07-07T15:00,37.6,10,0.00,0.00,5.86,970.0
2021-07-07T16:00,39.0,8,0.00,0.00,6.30,899.0
2021-07-07T17:00,38.8,8,0.00,0.00,6.55,777.0
2021-07-07T18:00,37.3,10,0.00,0.00,6.52,613.0
2021-07-07T19:00,37.1,10,0.00,0.00,6.21,422.0
2021-07-07T20:00,37.0,9,0.00,0.00,5.82,227.0
2021-07-07T21:00,36.8,10,0.00,0.00,4.30,64.0
2021-07-07T22:00,33.0,11,0.00,0.00,3.00,1.0
2021-07-07T23:00,30.6,14,0.00,0.00,2.02,0.0
2021-07-08T00:00,30.0,15,0.00,0.00,1.56,0.0
2021-07-08T01:00,27.3,18,0.00,0.00,1.39,0.0
2021-07-08T02:00,26.8,18,0.00,0.00,1.14,0.0
2021-07-08T03:00,26.4,19,0.00,0.00,0.54,0.0
2021-07-08T04:00,24.4,21,0.00,0.00,2.00,0.0
2021-07-08T05:00,23.1,24,0.00,0.00,2.60,0.0
2021-07-08T06:00,24.2,22,0.00,0.00,2.77,0.0
2021-07-08T07:00,23.9,22,0.00,0.00,2.85,14.0
2021-07-08T08:00,24.4,21,0.00,0.00,2.71,128.0
2021-07-08T09:00,25.0,22,0.00,0.00,3.77,303.0
2021-07-08T10:00,31.5,17,0.00,0.00,5.42,483.0
2021-07-08T11:00,32.0,18,0.00,0.00,6.30,638.0
2021-07-08T12:00,32.6,18,0.00,0.00,6.48,759.0
2021-07-08T13:00,36.3,14,0.00,0.00,6.67,784.0
2021-07-08T14:00,37.2,13,0.00,0.00,7.03,830.0
2021-07-08T15:00,37.7,12,0.00,0.00,6.85,930.0
2021-07-08T16:00,38.4,10,0.00,0.00,6.69,843.0
2021-07-08T17:00,38.4,10,0.00,0.00,6.17,670.0
2021-07-08T18:00,37.3,14,0.00,0.00,5.92,435.0
2021-07-08T19:00,37.6,13,0.00,0.00,5.24,299.0
2021-07-08T20:00,38.1,12,0.00,0.00,4.74,156.0
2021-07-08T21:00,38.6,11,0.00,0.00,4.40,46.0
2021-07-08T22:00,34.9,14,0.00,0.00,6.46,0.0
2021-07-08T23:00,33.5,15,0.00,0.00,7.34,0.0
2021-07-09T00:00,33.4,15,0.00,0.00,5.90,0.0
2021-07-09T01:00,31.1,19,0.00,0.00,3.96,0.0
2021-07-09T02:00,30.5,20,0.00,0.00,2.37,0.0
2021-07-09T03:00,30.0,21,0.00,0.00,1.49,0.0
2021-07-09T04:00,28.7,23,0.00,0.00,2.09,0.0
2021-07-09T05:00,28.8,24,0.00,0.00,2.64,0.0
2021-07-09T06:00,28.5,28,0.00,0.00,4.43,0.0
2021-07-09T07:00,28.2,29,0.00,0.00,4.71,7.0
2021-07-09T08:00,28.2,29,0.00,0.00,4.49,61.0
2021-07-09T09:00,27.1,32,0.00,0.00,5.37,60.0
2021-07-09T10:00,29.7,28,0.00,0.00,5.99,307.0
2021-07-09T11:00,30.1,27,0.00,0.00,6.75,469.0
2021-07-09T12:00,29.9,28,0.00,0.00,6.86,483.0
2021-07-09T13:00,30.9,26,0.00,0.00,6.40,525.0
2021-07-09T14:00,31.2,26,0.00,0.00,5.19,541.0
2021-07-09T15:00,31.3,25,0.00,0.00,4.31,238.0
2021-07-09T16:00,30.7,29,0.00,0.00,4.88,213.0
2021-07-09T17:00,30.6,29,0.00,0.00,5.14,196.0
2021-07-09T18:00,26.4,41,0.00,0.00,5.19,148.0
2021-07-09T19:00,26.5,41,0.00,0.00,5.37,122.0
2021-07-09T20:00,26.8,41,0.00,0.00,5.61,84.0
2021-07-09T21:00,26.8,41,0.00,0.00,4.91,27.0
2021-07-09T22:00,25.6,43,0.00,0.00,3.86,0.0
2021-07-09T23:00,24.8,47,0.00,0.00,3.77,0.0
2021-07-10T00:00,24.8,48,0.00,0.00,4.05,0.0
2021-07-10T01:00,24.3,49,0.00,0.00,3.86,0.0
2021-07-10T02:00,24.1,51,0.10,0.00,3.44,0.0
2021-07-10T03:00,23.3,56,0.00,0.00,3.05,0.0
2021-07-10T04:00,21.8,67,0.10,0.00,2.86,0.0
2021-07-10T05:00,21.6,70,0.20,0.00,2.80,0.0
2021-07-10T06:00,20.6,67,0.30,0.00,2.57,0.0
2021-07-10T07:00,20.5,67,0.10,0.00,2.46,5.0
2021-07-10T08:00,20.6,65,0.00,0.00,2.37,60.0
2021-07-10T09:00,21.2,61,0.00,0.00,2.01,150.0
2021-07-10T10:00,23.7,50,0.00,0.00,2.02,269.0
2021-07-10T11:00,24.1,48,0.00,0.00,2.30,490.0
2021-07-10T12:00,24.2,48,0.00,0.00,3.52,474.0
2021-07-10T13:00,26.7,42,0.00,0.00,4.30,561.0
2021-07-10T14:00,27.0,41,0.00,0.00,4.71,695.0
2021-07-10T15:00,27.3,41,0.00,0.00,5.32,575.0
2021-07-10T16:00,28.7,36,0.00,0.00,5.91,696.0
2021-07-10T17:00,28.9,35,0.00,0.00,5.40,553.0
2021-07-10T18:00,28.9,37,0.00,0.00,3.32,467.0
2021-07-10T19:00,28.7,38,0.00,0.00,1.80,217.0
2021-07-10T20:00,28.7,38,0.00,0.00,1.24,140.0
2021-07-10T21:00,29.1,35,0.00,0.00,0.70,33.0
2021-07-10T22:00,26.7,42,0.00,0.00,2.33,0.0
2021-07-10T23:00,25.1,48,0.00,0.00,2.56,0.0
2021-07-11T00:00,25.0,49,0.00,0.00,2.33,0.0
2021-07-11T01:00,23.4,53,0.00,0.00,2.10,0.0
2021-07-11T02:00,22.7,60,0.00,0.00,1.88,0.0
2021-07-11T03:00,22.2,63,0.00,0.00,2.08,0.0
2021-07-11T04:00,20.8,65,0.00,0.00,2.14,0.0
2021-07-11T05:00,20.5,65,0.00,0.00,1.92,0.0
2021-07-11T06:00,20.8,74,0.00,0.00,0.82,0.0
2021-07-11T07:00,20.7,74,0.00,0.00,1.84,12.0
2021-07-11T08:00,20.6,71,0.00,0.00,1.48,121.0
2021-07-11T09:00,21.0,67,0.00,0.00,1.21,298.0
2021-07-11T10:00,28.3,40,0.00,0.00,1.60,489.0
2021-07-11T11:00,29.3,35,0.00,0.00,1.34,667.0
2021-07-11T12:00,29.8,33,0.00,0.00,1.28,813.0
2021-07-11T13:00,33.2,23,0.00,0.00,1.30,914.0
2021-07-11T14:00,33.4,23,0.00,0.00,1.55,960.0
2021-07-11T15:00,33.6,22,0.00,0.00,1.96,952.0
2021-07-11T16:00,35.3,19,0.00,0.00,2.16,883.0
2021-07-11T17:00,35.5,19,0.00,0.00,2.38,766.0
2021-07-11T18:00,34.9,18,0.00,0.00,3.26,601.0
2021-07-11T19:00,34.7,18,0.00,0.00,3.08,412.0
2021-07-11T20:00,34.7,17,0.00,0.00,2.87,219.0
2021-07-11T21:00,34.8,22,0.00,0.00,2.97,60.0
2021-07-11T22:00,28.9,33,0.00,0.00,3.35,0.0
2021-07-11T23:00,28.2,33,0.00,0.00,3.31,0.0
2021-07-12T00:00,28.2,33,0.00,0.00,2.90,0.0
2021-07-12T01:00,26.4,35,0.00,0.00,2.46,0.0
2021-07-12T02:00,25.7,38,0.00,0.00,2.15,0.0
2021-07-12T03:00,26.4,34,0.00,0.00,1.93,0.0
2021-07-12T04:00,22.7,46,0.00,0.00,1.72,0.0
2021-07-12T05:00,22.3,48,0.00,0.00,2.48,0.0
2021-07-12T06:00,23.1,45,0.00,0.00,1.64,0.0
2021-07-12T07:00,22.6,47,0.00,0.00,2.40,12.0
2021-07-12T08:00,22.7,45,0.00,0.00,1.30,122.0
2021-07-12T09:00,23.3,43,0.00,0.00,1.50,300.0
2021-07-12T10:00,29.8,28,0.00,0.00,1.97,493.0
2021-07-12T11:00,31.4,24,0.00,0.00,1.46,670.0
2021-07-12T12:00,32.3,22,0.00,0.00,1.17,815.0
2021-07-12T13:00,35.2,17,0.00,0.00,2.00,915.0
2021-07-12T14:00,37.2,15,0.00,0.00,3.18,960.0
2021-07-12T15:00,37.5,15,0.00,0.00,4.57,943.0
2021-07-12T16:00,38.8,12,0.00,0.00,5.58,867.0
2021-07-12T17:00,38.8,13,0.00,0.00,5.95,754.0
2021-07-12T18:00,36.4,15,0.00,0.00,7.45,540.0
2021-07-12T19:00,35.7,16,0.00,0.00,6.58,309.0
2021-07-12T20:00,35.8,14,0.00,0.00,6.12,202.0
2021-07-12T21:00,36.2,13,0.00,0.00,5.90,55.0
2021-07-12T22:00,32.1,20,0.00,0.00,5.21,0.0
2021-07-12T23:00,30.2,25,0.00,0.00,4.00,0.0
2021-07-13T00:00,30.0,26,0.00,0.00,3.08,0.0
2021-07-13T01:00,28.1,29,0.00,0.00,2.97,0.0
2021-07-13T02:00,27.5,30,0.00,0.00,3.33,0.0
2021-07-13T03:00,27.4,29,0.00,0.00,3.64,0.0
2021-07-13T04:00,25.5,32,0.00,0.00,3.52,0.0
2021-07-13T05:00,24.6,33,0.00,0.00,2.90,0.0
2021-07-13T06:00,25.7,30,0.00,0.00,2.06,0.0
2021-07-13T07:00,25.7,29,0.00,0.00,2.10,8.0
2021-07-13T08:00,25.2,29,0.00,0.00,2.92,59.0
2021-07-13T09:00,24.6,31,0.00,0.00,3.28,113.0
2021-07-13T10:00,26.3,29,0.00,0.00,2.81,127.0
2021-07-13T11:00,26.2,29,0.00,0.00,1.75,262.0
2021-07-13T12:00,26.9,28,0.00,0.00,1.00,517.0
2021-07-13T13:00,30.5,23,0.00,0.00,1.92,829.0
2021-07-13T14:00,31.3,22,0.00,0.00,2.50,904.0
2021-07-13T15:00,31.8,20,0.00,0.00,2.26,543.0
2021-07-13T16:00,32.0,18,0.00,0.00,2.01,661.0
2021-07-13T17:00,32.3,18,0.00,0.00,1.56,587.0
2021-07-13T18:00,29.7,24,0.00,0.00,0.41,403.0
2021-07-13T19:00,30.2,23,0.00,0.00,2.92,382.0
2021-07-13T20:00,30.7,24,0.00,0.00,4.90,209.0
2021-07-13T21:00,31.4,22,0.00,0.00,5.32,56.0
2021-07-13T22:00,30.0,23,0.00,0.00,4.64,0.0
2021-07-13T23:00,29.0,26,0.00,0.00,4.05,0.0
2021-07-14T00:00,29.1,25,0.00,0.00,3.83,0.0
2021-07-14T01:00,27.4,24,0.00,0.00,4.17,0.0
2021-07-14T02:00,27.4,20,0.00,0.00,4.18,0.0
2021-07-14T03:00,27.4,17,0.00,0.00,4.55,0.0
2021-07-14T04:00,25.2,26,0.00,0.00,4.07,0.0
2021-07-14T05:00,24.5,28,0.00,0.00,3.76,0.0
2021-07-14T06:00,23.2,50,0.00,0.00,1.71,0.0
2021-07-14T07:00,23.0,51,0.00,0.00,1.21,8.0
2021-07-14T08:00,23.1,48,0.00,0.00,2.11,108.0
2021-07-14T09:00,23.4,46,0.00,0.00,3.24,278.0
2021-07-14T10:00,27.7,36,0.00,0.00,3.11,470.0
2021-07-14T11:00,28.1,32,0.00,0.00,2.33,647.0
2021-07-14T12:00,28.2,31,0.00,0.00,1.97,761.0
2021-07-14T13:00,31.8,21,0.00,0.00,2.12,854.0
2021-07-14T14:00,31.9,21,0.00,0.00,2.69,896.0
2021-07-14T15:00,32.0,21,0.00,0.00,2.95,935.0
2021-07-14T16:00,33.5,18,0.00,0.00,2.88,871.0
2021-07-14T17:00,33.5,18,0.00,0.00,2.56,746.0
2021-07-14T18:00,32.6,21,0.00,0.00,1.25,589.0
2021-07-14T19:00,32.8,20,0.00,0.00,0.82,398.0
2021-07-14T20:00,33.0,19,0.00,0.00,1.22,204.0
2021-07-14T21:00,33.7,16,0.00,0.00,1.42,56.0
2021-07-14T22:00,30.2,21,0.00,0.00,1.27,0.0
2021-07-14T23:00,28.6,31,0.00,0.00,1.49,0.0
2021-07-15T00:00,28.5,30,0.00,0.00,1.42,0.0
2021-07-15T01:00,28.9,29,0.00,0.00,0.22,0.0
2021-07-15T02:00,27.6,31,0.00,0.00,2.01,0.0
2021-07-15T03:00,27.6,30,0.00,0.00,3.19,0.0
2021-07-15T04:00,26.8,30,0.00,0.00,4.42,0.0
2021-07-15T05:00,26.8,30,0.00,0.00,4.78,0.0
2021-07-15T06:00,25.8,28,0.00,0.00,4.95,0.0
2021-07-15T07:00,25.5,29,0.00,0.00,3.77,5.0
2021-07-15T08:00,24.8,33,0.00,0.00,4.49,51.0
2021-07-15T09:00,24.6,36,0.00,0.00,3.61,142.0
2021-07-15T10:00,27.0,33,0.00,0.00,1.90,253.0
2021-07-15T11:00,27.9,31,0.00,0.00,2.62,507.0
2021-07-15T12:00,28.8,29,0.00,0.00,2.69,750.0
2021-07-15T13:00,32.2,22,0.00,0.00,3.21,793.0
2021-07-15T14:00,32.3,23,0.00,0.00,3.45,879.0
2021-07-15T15:00,32.6,23,0.00,0.00,3.49,884.0
2021-07-15T16:00,34.1,19,0.00,0.00,3.14,825.0
2021-07-15T17:00,34.1,19,0.00,0.00,3.04,688.0
2021-07-15T18:00,33.0,23,0.00,0.00,3.16,552.0
2021-07-15T19:00,33.0,23,0.00,0.00,2.64,392.0
2021-07-15T20:00,33.1,22,0.00,0.00,2.83,194.0
2021-07-15T21:00,33.2,20,0.00,0.00,3.13,55.0
2021-07-15T22:00,30.2,23,0.00,0.00,3.10,0.0
2021-07-15T23:00,28.1,31,0.00,0.00,3.01,0.0
2021-07-16T00:00,27.9,30,0.00,0.00,2.19,0.0
2021-07-16T01:00,25.7,33,0.00,0.00,1.81,0.0
2021-07-16T02:00,25.1,34,0.00,0.00,1.56,0.0
2021-07-16T03:00,24.9,35,0.00,0.00,1.17,0.0
2021-07-16T04:00,23.5,38,0.00,0.00,0.94,0.0
2021-07-16T05:00,22.9,40,0.00,0.00,1.35,0.0
2021-07-16T06:00,24.3,37,0.00,0.00,2.56,0.0
2021-07-16T07:00,23.5,39,0.00,0.00,2.72,10.0
2021-07-16T08:00,23.5,39,0.00,0.00,1.93,115.0
2021-07-16T09:00,23.9,37,0.00,0.00,2.67,294.0
2021-07-16T10:00,30.4,27,0.00,0.00,4.18,487.0
2021-07-16T11:00,31.1,26,0.00,0.00,4.78,666.0
2021-07-16T12:00,31.5,26,0.00,0.00,4.70,813.0
2021-07-16T13:00,35.4,18,0.00,0.00,4.72,914.0
2021-07-16T14:00,35.4,17,0.00,0.00,4.22,961.0
2021-07-16T15:00,35.4,17,0.00,0.00,3.55,949.0
2021-07-16T16:00,37.2,13,0.00,0.00,2.94,882.0
2021-07-16T17:00,37.2,12,0.00,0.00,2.69,761.0
2021-07-16T18:00,36.5,14,0.00,0.00,1.39,599.0
2021-07-16T19:00,36.5,13,0.00,0.00,1.41,410.0
2021-07-16T20:00,36.5,12,0.00,0.00,1.62,216.0
2021-07-16T21:00,36.9,12,0.00,0.00,1.26,56.0
2021-07-16T22:00,32.5,17,0.00,0.00,1.12,0.0
2021-07-16T23:00,30.2,17,0.00,0.00,0.58,0.0
2021-07-17T00:00,30.8,19,0.00,0.00,1.20,0.0
2021-07-17T01:00,28.4,23,0.00,0.00,2.39,0.0
2021-07-17T02:00,26.9,21,0.00,0.00,2.97,0.0
2021-07-17T03:00,25.7,25,0.00,0.00,3.18,0.0
2021-07-17T04:00,24.1,28,0.00,0.00,3.42,0.0
2021-07-17T05:00,23.5,28,0.00,0.00,3.28,0.0
2021-07-17T06:00,24.5,24,0.00,0.00,2.72,0.0
2021-07-17T07:00,24.0,24,0.00,0.00,2.53,9.0
2021-07-17T08:00,23.7,25,0.00,0.00,1.92,115.0
2021-07-17T09:00,24.4,24,0.00,0.00,1.13,294.0
2021-07-17T10:00,32.0,17,0.00,0.00,1.36,488.0
2021-07-17T11:00,32.5,18,0.00,0.00,2.00,668.0
2021-07-17T12:00,33.1,20,0.00,0.00,2.37,815.0
2021-07-17T13:00,36.9,15,0.00,0.00,3.07,914.0
2021-07-17T14:00,37.1,16,0.00,0.00,3.16,947.0
2021-07-17T15:00,37.2,15,0.00,0.00,2.86,935.0
2021-07-17T16:00,38.6,13,0.00,0.00,2.62,844.0
2021-07-17T17:00,38.8,13,0.00,0.00,2.42,700.0
2021-07-17T18:00,37.2,15,0.00,0.00,3.68,542.0
2021-07-17T19:00,37.6,14,0.00,0.00,3.36,386.0
2021-07-17T20:00,38.2,12,0.00,0.00,1.84,208.0
2021-07-17T21:00,38.4,12,0.00,0.00,0.30,54.0
2021-07-17T22:00,33.6,17,0.00,0.00,2.34,0.0
2021-07-17T23:00,32.7,17,0.00,0.00,3.02,0.0
2021-07-18T00:00,32.1,16,0.00,0.00,2.92,0.0
2021-07-18T01:00,29.4,18,0.00,0.00,2.40,0.0
2021-07-18T02:00,29.1,17,0.00,0.00,2.10,0.0
2021-07-18T03:00,28.6,17,0.00,0.00,2.19,0.0
2021-07-18T04:00,26.6,20,0.00,0.00,2.14,0.0
2021-07-18T05:00,26.0,21,0.00,0.00,2.02,0.0
2021-07-18T06:00,27.4,21,0.00,0.00,0.58,0.0
2021-07-18T07:00,26.9,22,0.00,0.00,0.67,9.0
2021-07-18T08:00,25.8,28,0.00,0.00,1.39,113.0
2021-07-18T09:00,25.6,27,0.00,0.00,0.92,275.0
2021-07-18T10:00,30.7,20,0.00,0.00,0.80,485.0
2021-07-18T11:00,30.9,21,0.00,0.00,0.51,665.0
2021-07-18T12:00,31.3,20,0.00,0.00,0.41,812.0
2021-07-18T13:00,35.6,16,0.00,0.00,1.36,913.0
2021-07-18T14:00,36.1,15,0.00,0.00,1.84,959.0
2021-07-18T15:00,36.5,15,0.00,0.00,2.11,948.0
2021-07-18T16:00,37.8,14,0.00,0.00,2.60,878.0
2021-07-18T17:00,38.2,14,0.00,0.00,2.89,756.0
2021-07-18T18:00,36.7,15,0.00,0.00,3.41,594.0
2021-07-18T19:00,37.3,14,0.00,0.00,5.95,405.0
2021-07-18T20:00,38.1,13,0.00,0.00,9.34,212.0
2021-07-18T21:00,36.5,16,0.00,0.00,12.16,48.0
2021-07-18T22:00,29.7,25,0.00,0.00,10.83,0.0
2021-07-18T23:00,27.9,28,0.00,0.00,6.06,0.0
2021-07-19T00:00,28.2,28,0.00,0.00,4.39,0.0
2021-07-19T01:00,26.6,31,0.00,0.00,4.64,0.0
2021-07-19T02:00,26.6,31,0.00,0.00,4.35,0.0
2021-07-19T03:00,26.9,30,0.00,0.00,4.20,0.0
2021-07-19T04:00,25.9,32,0.00,0.00,3.35,0.0
2021-07-19T05:00,25.5,33,0.00,0.00,2.12,0.0
2021-07-19T06:00,23.5,37,0.00,0.00,1.75,0.0
2021-07-19T07:00,23.5,37,0.00,0.00,1.22,8.0
2021-07-19T08:00,23.8,36,0.00,0.00,0.64,108.0
2021-07-19T09:00,23.4,37,0.00,0.00,1.00,283.0
2021-07-19T10:00,27.9,29,0.00,0.00,0.61,472.0
2021-07-19T11:00,28.2,29,0.00,0.00,2.80,654.0
2021-07-19T12:00,28.6,28,0.00,0.00,4.50,799.0
2021-07-19T13:00,31.9,23,0.00,0.00,5.16,896.0
2021-07-19T14:00,32.4,22,0.00,0.00,5.19,942.0
2021-07-19T15:00,32.9,21,0.00,0.00,5.13,928.0
2021-07-19T16:00,35.2,18,0.00,0.00,4.96,863.0
2021-07-19T17:00,35.4,18,0.00,0.00,4.94,745.0
2021-07-19T18:00,34.4,20,0.00,0.00,6.14,581.0
2021-07-19T19:00,34.5,20,0.00,0.00,6.39,377.0
2021-07-19T20:00,34.5,19,0.00,0.00,6.54,199.0
2021-07-19T21:00,34.8,18,0.00,0.00,6.16,50.0
2021-07-19T22:00,32.1,22,0.00,0.00,4.80,0.0
2021-07-19T23:00,30.4,25,0.00,0.00,4.14,0.0
2021-07-20T00:00,30.0,26,0.00,0.00,3.04,0.0
2021-07-20T01:00,28.5,30,0.00,0.00,1.66,0.0
2021-07-20T02:00,28.0,31,0.00,0.00,1.30,0.0
2021-07-20T03:00,27.5,32,0.00,0.00,0.85,0.0
2021-07-20T04:00,26.1,34,0.00,0.00,0.41,0.0
2021-07-20T05:00,25.8,35,0.00,0.00,1.50,0.0
2021-07-20T06:00,26.0,32,0.00,0.00,0.32,0.0
2021-07-20T07:00,25.9,32,0.00,0.00,1.17,5.0
2021-07-20T08:00,26.1,30,0.00,0.00,2.51,73.0
2021-07-20T09:00,26.2,26,0.00,0.00,4.79,210.0
2021-07-20T10:00,28.9,23,0.00,0.00,6.00,359.0
2021-07-20T11:00,28.9,23,0.00,0.00,6.40,476.0
2021-07-20T12:00,28.9,24,0.00,0.00,6.96,546.0
2021-07-20T13:00,28.9,28,0.00,0.00,7.66,711.0
2021-07-20T14:00,29.2,28,0.00,0.00,8.63,698.0
2021-07-20T15:00,28.5,30,0.00,0.00,9.09,681.0
2021-07-20T16:00,27.2,35,0.00,0.00,8.22,518.0
2021-07-20T17:00,26.2,38,0.00,0.00,7.07,312.0
2021-07-20T18:00,22.0,52,0.00,0.00,6.36,180.0
2021-07-20T19:00,21.1,57,0.00,0.00,5.80,126.0
2021-07-20T20:00,21.4,57,0.00,0.00,5.25,81.0
2021-07-20T21:00,22.0,56,0.00,0.00,4.90,33.0
2021-07-20T22:00,20.9,60,0.00,0.00,4.75,0.0
2021-07-20T23:00,20.3,62,0.00,0.00,4.68,0.0
