latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.25,94.75,1140.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),relativehumidity_2m (%),rain (mm),snowfall (cm),windspeed_10m (m/s),shortwave_radiation (W/m²)
2021-07-21T00:00,20.5,62,0.00,0.00,4.21,0.0
2021-07-21T01:00,20.3,62,0.00,0.00,3.42,0.0
2021-07-21T02:00,20.3,63,0.00,0.00,2.72,0.0
2021-07-21T03:00,20.3,63,0.00,0.00,2.42,0.0
2021-07-21T04:00,19.2,67,0.00,0.00,1.70,0.0
2021-07-21T05:00,19.1,68,0.00,0.00,1.53,0.0
2021-07-21T06:00,19.2,70,0.00,0.00,1.84,0.0
2021-07-21T07:00,19.0,71,0.00,0.00,0.95,6.0
2021-07-21T08:00,19.1,70,0.00,0.00,0.63,83.0
2021-07-21T09:00,18.9,69,0.00,0.00,1.66,205.0
2021-07-21T10:00,23.3,54,0.00,0.00,2.15,383.0
2021-07-21T11:00,23.6,52,0.00,0.00,1.90,550.0
2021-07-21T12:00,24.0,49,0.00,0.00,1.61,701.0
2021-07-21T13:00,28.0,37,0.00,0.00,1.89,735.0
2021-07-21T14:00,28.6,34,0.00,0.00,2.56,871.0
2021-07-21T15:00,29.3,32,0.00,0.00,3.31,819.0
2021-07-21T16:00,32.0,26,0.00,0.00,3.83,736.0
2021-07-21T17:00,32.1,26,0.00,0.00,4.11,625.0
2021-07-21T18:00,32.2,24,0.00,0.00,4.49,520.0
2021-07-21T19:00,32.4,24,0.00,0.00,5.15,359.0
2021-07-21T20:00,32.5,23,0.00,0.00,5.46,199.0
2021-07-21T21:00,32.6,22,0.00,0.00,5.58,48.0
2021-07-21T22:00,29.8,26,0.00,0.00,5.85,0.0
2021-07-21T23:00,28.6,29,0.00,0.00,6.07,0.0
2021-07-22T00:00,28.3,30,0.00,0.00,5.72,0.0
2021-07-22T01:00,26.9,35,0.00,0.00,5.35,0.0
2021-07-22T02:00,26.9,35,0.00,0.00,4.90,0.0
2021-07-22T03:00,26.6,37,0.00,0.00,4.75,0.0
2021-07-22T04:00,25.3,42,0.00,0.00,4.70,0.0
2021-07-22T05:00,25.4,42,0.00,0.00,5.20,0.0
2021-07-22T06:00,26.1,43,0.00,0.00,5.51,0.0
2021-07-22T07:00,25.9,43,0.00,0.00,5.73,3.0
2021-07-22T08:00,25.4,45,0.00,0.00,5.61,83.0
2021-07-22T09:00,24.8,48,0.00,0.00,6.50,198.0
2021-07-22T10:00,29.2,38,0.00,0.00,6.55,310.0
2021-07-22T11:00,29.7,36,0.00,0.00,7.02,541.0
2021-07-22T12:00,29.8,36,0.00,0.00,6.99,622.0
2021-07-22T13:00,33.6,29,0.00,0.00,6.77,698.0
2021-07-22T14:00,33.8,29,0.00,0.00,6.43,835.0
2021-07-22T15:00,33.8,29,0.00,0.00,6.36,843.0
2021-07-22T16:00,35.3,27,0.00,0.00,6.26,768.0
2021-07-22T17:00,35.5,27,0.00,0.00,6.49,714.0
2021-07-22T18:00,35.1,29,0.00,0.00,7.43,518.0
2021-07-22T19:00,35.0,28,0.00,0.00,7.47,313.0
2021-07-22T20:00,35.4,27,0.00,0.00,8.49,184.0
2021-07-22T21:00,35.4,27,0.00,0.00,8.51,43.0
2021-07-22T22:00,32.5,31,0.00,0.00,7.83,0.0
2021-07-22T23:00,31.0,34,0.00,0.00,5.83,0.0
2021-07-23T00:00,30.8,35,0.00,0.00,4.30,0.0
2021-07-23T01:00,29.7,38,0.00,0.00,3.36,0.0
2021-07-23T02:00,29.7,38,0.00,0.00,2.75,0.0
2021-07-23T03:00,29.6,37,0.00,0.00,2.22,0.0
2021-07-23T04:00,28.7,37,0.00,0.00,1.90,0.0
2021-07-23T05:00,28.5,37,0.00,0.00,1.65,0.0
2021-07-23T06:00,27.1,41,0.00,0.00,2.16,0.0
2021-07-23T07:00,27.2,41,0.00,0.00,1.97,5.0
2021-07-23T08:00,27.7,40,0.00,0.00,1.86,73.0
2021-07-23T09:00,27.7,41,0.00,0.00,1.68,192.0
2021-07-23T10:00,30.9,35,0.00,0.00,2.50,308.0
2021-07-23T11:00,31.1,33,0.00,0.00,4.00,390.0
2021-07-23T12:00,31.4,32,0.00,0.00,5.10,644.0
2021-07-23T13:00,34.1,26,0.00,0.00,4.43,639.0
2021-07-23T14:00,34.6,26,0.00,0.00,3.52,881.0
2021-07-23T15:00,34.6,26,0.00,0.00,3.01,846.0
2021-07-23T16:00,36.4,24,0.00,0.00,2.72,815.0
2021-07-23T17:00,36.6,24,0.00,0.00,2.45,679.0
2021-07-23T18:00,35.8,27,0.00,0.00,2.30,530.0
2021-07-23T19:00,35.9,27,0.00,0.00,2.22,365.0
2021-07-23T20:00,36.2,26,0.00,0.00,2.06,184.0
2021-07-23T21:00,36.5,25,0.00,0.00,2.28,36.0
2021-07-23T22:00,34.7,26,0.00,0.00,3.41,0.0
2021-07-23T23:00,34.2,26,0.00,0.00,5.39,0.0
2021-07-24T00:00,34.1,26,0.00,0.00,7.11,0.0
2021-07-24T01:00,32.4,29,0.00,0.00,7.18,0.0
2021-07-24T02:00,31.9,29,0.00,0.00,7.28,0.0
2021-07-24T03:00,31.8,28,0.00,0.00,7.63,0.0
2021-07-24T04:00,30.7,32,0.00,0.00,8.30,0.0
2021-07-24T05:00,30.7,31,0.00,0.00,8.76,0.0
2021-07-24T06:00,29.8,36,0.00,0.00,5.52,0.0
2021-07-24T07:00,28.2,43,0.00,0.00,5.40,5.0
2021-07-24T08:00,28.3,43,0.00,0.00,5.45,74.0
2021-07-24T09:00,28.0,45,0.00,0.00,6.82,135.0
2021-07-24T10:00,27.7,48,0.00,0.00,8.50,168.0
2021-07-24T11:00,27.6,48,0.00,0.00,9.15,193.0
2021-07-24T12:00,28.5,45,0.00,0.00,9.38,381.0
2021-07-24T13:00,31.4,38,0.00,0.00,9.51,389.0
2021-07-24T14:00,30.6,39,0.00,0.00,8.96,243.0
2021-07-24T15:00,30.8,38,0.00,0.00,8.12,450.0
2021-07-24T16:00,32.3,34,0.00,0.00,7.34,273.0
2021-07-24T17:00,31.8,35,0.00,0.00,6.89,285.0
2021-07-24T18:00,32.1,32,0.00,0.00,5.28,314.0
2021-07-24T19:00,32.5,31,0.00,0.00,4.74,288.0
2021-07-24T20:00,32.5,31,0.00,0.00,5.10,151.0
2021-07-24T21:00,32.8,29,0.00,0.00,5.16,34.0
2021-07-24T22:00,30.1,36,0.00,0.00,5.88,0.0
2021-07-24T23:00,29.3,37,0.00,0.00,5.85,0.0
2021-07-25T00:00,29.0,37,0.00,0.00,5.19,0.0
2021-07-25T01:00,27.9,40,0.00,0.00,4.74,0.0
2021-07-25T02:00,27.7,40,0.00,0.00,4.25,0.0
2021-07-25T03:00,27.8,40,0.00,0.00,3.85,0.0
2021-07-25T04:00,26.5,43,0.00,0.00,3.42,0.0
2021-07-25T05:00,26.1,44,0.00,0.00,3.10,0.0
2021-07-25T06:00,25.2,47,0.00,0.00,2.21,0.0
2021-07-25T07:00,24.9,49,0.00,0.00,2.22,5.0
2021-07-25T08:00,25.0,49,0.00,0.00,1.81,98.0
2021-07-25T09:00,25.9,46,0.00,0.00,1.24,262.0
2021-07-25T10:00,31.2,33,0.00,0.00,0.41,461.0
2021-07-25T11:00,32.0,29,0.00,0.00,1.12,638.0
2021-07-25T12:00,33.0,29,0.00,0.00,1.68,668.0
2021-07-25T13:00,36.3,20,0.00,0.00,2.83,809.0
2021-07-25T14:00,36.3,20,0.00,0.00,3.44,817.0
2021-07-25T15:00,36.5,19,0.10,0.00,5.88,793.0
2021-07-25T16:00,35.7,20,0.00,0.00,5.88,697.0
2021-07-25T17:00,35.5,20,0.00,0.00,3.82,399.0
2021-07-25T18:00,32.5,25,0.00,0.00,1.08,329.0
2021-07-25T19:00,30.5,33,0.00,0.00,3.20,132.0
2021-07-25T20:00,29.3,35,0.20,0.00,7.10,17.0
2021-07-25T21:00,29.5,38,0.00,0.00,8.12,12.0
2021-07-25T22:00,26.6,41,0.00,0.00,6.81,0.0
2021-07-25T23:00,27.1,41,0.00,0.00,4.64,0.0
2021-07-26T00:00,27.6,38,0.00,0.00,2.84,0.0
2021-07-26T01:00,24.9,40,0.00,0.00,2.22,0.0
2021-07-26T02:00,25.1,41,0.00,0.00,1.90,0.0
2021-07-26T03:00,25.8,39,0.00,0.00,2.31,0.0
2021-07-26T04:00,22.5,49,0.00,0.00,2.61,0.0
2021-07-26T05:00,21.8,52,0.00,0.00,2.81,0.0
2021-07-26T06:00,20.9,52,0.00,0.00,2.43,0.0
2021-07-26T07:00,20.6,54,0.00,0.00,2.45,5.0
2021-07-26T08:00,20.7,53,0.00,0.00,1.81,100.0
2021-07-26T09:00,21.6,45,0.00,0.00,1.12,277.0
2021-07-26T10:00,28.8,27,0.00,0.00,0.67,455.0
2021-07-26T11:00,29.8,25,0.00,0.00,1.20,637.0
2021-07-26T12:00,30.8,23,0.00,0.00,2.30,793.0
2021-07-26T13:00,34.0,17,0.00,0.00,3.61,869.0
2021-07-26T14:00,34.5,17,0.00,0.00,4.00,904.0
2021-07-26T15:00,34.8,16,0.00,0.00,4.75,809.0
2021-07-26T16:00,34.9,14,0.00,0.00,4.87,651.0
2021-07-26T17:00,34.8,15,0.00,0.00,4.74,684.0
2021-07-26T18:00,33.5,17,0.00,0.00,4.96,536.0
2021-07-26T19:00,33.5,17,0.00,0.00,4.88,342.0
2021-07-26T20:00,33.6,17,0.00,0.00,4.36,164.0
2021-07-26T21:00,33.8,15,0.00,0.00,3.31,37.0
2021-07-26T22:00,32.0,17,0.00,0.00,2.73,0.0
2021-07-26T23:00,29.1,17,0.00,0.00,3.28,0.0
2021-07-27T00:00,29.5,18,0.00,0.00,3.85,0.0
2021-07-27T01:00,28.3,16,0.00,0.00,3.89,0.0
2021-07-27T02:00,27.9,15,0.00,0.00,3.67,0.0
2021-07-27T03:00,27.4,16,0.00,0.00,3.10,0.0
2021-07-27T04:00,23.9,27,0.00,0.00,2.93,0.0
2021-07-27T05:00,23.5,25,0.00,0.00,3.00,0.0
2021-07-27T06:00,22.4,35,0.00,0.00,2.30,0.0
2021-07-27T07:00,21.8,37,0.00,0.00,2.62,4.0
2021-07-27T08:00,21.9,37,0.00,0.00,2.11,96.0
2021-07-27T09:00,23.3,35,0.00,0.00,0.89,268.0
2021-07-27T10:00,30.1,18,0.00,0.00,0.61,404.0
2021-07-27T11:00,30.8,17,0.00,0.00,2.01,635.0
2021-07-27T12:00,31.2,18,0.00,0.00,2.98,770.0
2021-07-27T13:00,34.3,14,0.00,0.00,4.01,905.0
2021-07-27T14:00,34.8,14,0.00,0.00,4.69,944.0
2021-07-27T15:00,34.9,14,0.00,0.00,5.16,943.0
2021-07-27T16:00,36.3,12,0.00,0.00,5.28,859.0
2021-07-27T17:00,36.3,12,0.00,0.00,5.32,753.0
2021-07-27T18:00,35.0,14,0.00,0.00,4.17,572.0
2021-07-27T19:00,34.9,14,0.00,0.00,3.80,389.0
2021-07-27T20:00,35.0,12,0.00,0.00,3.45,198.0
2021-07-27T21:00,34.7,12,0.00,0.00,2.38,43.0
2021-07-27T22:00,30.4,17,0.00,0.00,1.17,0.0
2021-07-27T23:00,28.8,18,0.00,0.00,0.72,0.0
2021-07-28T00:00,28.9,17,0.00,0.00,2.86,0.0
2021-07-28T01:00,26.4,19,0.00,0.00,3.70,0.0
2021-07-28T02:00,27.3,14,0.00,0.00,4.05,0.0
2021-07-28T03:00,26.1,15,0.00,0.00,3.64,0.0
2021-07-28T04:00,22.5,20,0.00,0.00,2.92,0.0
2021-07-28T05:00,21.9,20,0.00,0.00,2.33,0.0
2021-07-28T06:00,21.2,30,0.00,0.00,2.66,0.0
2021-07-28T07:00,20.8,31,0.00,0.00,2.82,4.0
2021-07-28T08:00,20.6,32,0.00,0.00,1.87,99.0
2021-07-28T09:00,21.3,30,0.00,0.00,1.00,281.0
2021-07-28T10:00,29.5,17,0.00,0.00,1.12,480.0
2021-07-28T11:00,30.4,16,0.00,0.00,1.55,664.0
2021-07-28T12:00,31.3,16,0.00,0.00,1.43,815.0
2021-07-28T13:00,35.6,9,0.00,0.00,1.50,918.0
2021-07-28T14:00,35.9,10,0.00,0.00,2.48,965.0
2021-07-28T15:00,36.1,10,0.00,0.00,3.47,953.0
2021-07-28T16:00,37.4,9,0.00,0.00,3.96,882.0
2021-07-28T17:00,37.5,9,0.00,0.00,4.05,759.0
2021-07-28T18:00,35.6,14,0.00,0.00,2.87,593.0
2021-07-28T19:00,35.6,14,0.00,0.00,2.47,399.0
2021-07-28T20:00,35.9,12,0.00,0.00,2.28,201.0
2021-07-28T21:00,35.8,12,0.00,0.00,2.02,42.0
2021-07-28T22:00,33.3,16,0.00,0.00,2.18,0.0
2021-07-28T23:00,29.7,19,0.00,0.00,2.14,0.0
2021-07-29T00:00,29.8,18,0.00,0.00,1.08,0.0
2021-07-29T01:00,26.9,19,0.00,0.00,0.14,0.0
2021-07-29T02:00,26.6,19,0.00,0.00,0.28,0.0
2021-07-29T03:00,27.2,18,0.00,0.00,0.40,0.0
2021-07-29T04:00,24.6,21,0.00,0.00,1.57,0.0
2021-07-29T05:00,22.4,26,0.00,0.00,2.76,0.0
2021-07-29T06:00,22.4,25,0.00,0.00,2.55,0.0
2021-07-29T07:00,21.6,25,0.00,0.00,2.50,4.0
2021-07-29T08:00,23.2,24,0.00,0.00,2.06,98.0
2021-07-29T09:00,23.6,25,0.00,0.00,2.42,281.0
2021-07-29T10:00,30.8,17,0.00,0.00,3.45,481.0
2021-07-29T11:00,31.8,17,0.00,0.00,3.85,666.0
2021-07-29T12:00,33.0,17,0.00,0.00,4.24,818.0
2021-07-29T13:00,38.2,10,0.00,0.00,4.78,923.0
2021-07-29T14:00,38.5,9,0.00,0.00,4.70,971.0
2021-07-29T15:00,38.5,9,0.00,0.00,4.17,960.0
2021-07-29T16:00,39.8,8,0.00,0.00,3.78,889.0
2021-07-29T17:00,39.7,8,0.00,0.00,3.61,763.0
2021-07-29T18:00,37.8,10,0.00,0.00,3.80,596.0
2021-07-29T19:00,37.8,10,0.00,0.00,3.88,400.0
2021-07-29T20:00,37.9,9,0.00,0.00,3.70,200.0
2021-07-29T21:00,37.4,9,0.00,0.00,3.33,41.0
2021-07-29T22:00,34.0,13,0.00,0.00,3.82,0.0
2021-07-29T23:00,30.7,18,0.00,0.00,4.21,0.0
2021-07-30T00:00,30.6,17,0.00,0.00,4.37,0.0
2021-07-30T01:00,27.7,18,0.00,0.00,4.01,0.0
2021-07-30T02:00,27.2,19,0.00,0.00,3.61,0.0
2021-07-30T03:00,27.0,19,0.00,0.00,3.95,0.0
2021-07-30T04:00,24.9,22,0.00,0.00,4.44,0.0
2021-07-30T05:00,25.1,21,0.00,0.00,4.21,0.0
2021-07-30T06:00,24.6,24,0.00,0.00,3.52,0.0
2021-07-30T07:00,24.2,25,0.00,0.00,3.61,3.0
2021-07-30T08:00,24.3,24,0.00,0.00,3.91,95.0
2021-07-30T09:00,24.3,25,0.00,0.00,4.46,275.0
2021-07-30T10:00,32.3,15,0.00,0.00,5.53,473.0
2021-07-30T11:00,33.0,15,0.00,0.00,5.68,657.0
2021-07-30T12:00,33.9,15,0.00,0.00,5.82,807.0
2021-07-30T13:00,38.9,11,0.00,0.00,5.91,910.0
2021-07-30T14:00,39.5,10,0.00,0.00,5.92,959.0
2021-07-30T15:00,39.8,10,0.00,0.00,5.77,946.0
2021-07-30T16:00,41.1,9,0.00,0.00,5.55,876.0
2021-07-30T17:00,41.2,9,0.00,0.00,5.72,752.0
2021-07-30T18:00,39.4,10,0.00,0.00,6.85,586.0
2021-07-30T19:00,39.3,10,0.00,0.00,7.08,392.0
2021-07-30T20:00,39.3,9,0.00,0.00,6.80,195.0
2021-07-30T21:00,39.0,9,0.00,0.00,5.74,39.0
2021-07-30T22:00,35.9,10,0.00,0.00,5.82,0.0
2021-07-30T23:00,34.0,12,0.00,0.00,6.15,0.0
2021-07-31T00:00,33.5,13,0.00,0.00,6.58,0.0
2021-07-31T01:00,30.9,14,0.00,0.00,7.80,0.0
2021-07-31T02:00,30.8,14,0.00,0.00,8.45,0.0
2021-07-31T03:00,30.9,14,0.00,0.00,8.51,0.0
2021-07-31T04:00,28.6,17,0.00,0.00,8.69,0.0
2021-07-31T05:00,28.8,16,0.00,0.00,8.53,0.0
2021-07-31T06:00,27.8,19,0.00,0.00,9.18,0.0
2021-07-31T07:00,27.6,18,0.00,0.00,9.22,3.0
2021-07-31T08:00,27.4,18,0.00,0.00,9.22,89.0
2021-07-31T09:00,27.1,20,0.00,0.00,10.60,273.0
2021-07-31T10:00,32.0,18,0.00,0.00,11.81,471.0
2021-07-31T11:00,32.4,20,0.00,0.00,12.40,639.0
2021-07-31T12:00,33.0,20,0.00,0.00,12.32,769.0
2021-07-31T13:00,37.2,16,0.00,0.00,12.14,866.0
2021-07-31T14:00,37.6,15,0.00,0.00,12.16,886.0
2021-07-31T15:00,38.0,14,0.00,0.00,11.79,918.0
2021-07-31T16:00,39.4,13,0.00,0.00,11.38,859.0
2021-07-31T17:00,39.6,12,0.00,0.00,10.76,733.0
2021-07-31T18:00,36.8,14,0.00,0.00,10.41,565.0
2021-07-31T19:00,36.9,13,0.00,0.00,9.62,340.0
2021-07-31T20:00,37.2,13,0.00,0.00,8.97,151.0
2021-07-31T21:00,37.1,12,0.00,0.00,7.60,25.0
2021-07-31T22:00,34.9,15,0.00,0.00,7.52,0.0
2021-07-31T23:00,33.2,17,0.00,0.00,5.89,0.0
2021-08-01T00:00,32.8,16,0.00,0.00,5.00,0.0
2021-08-01T01:00,30.8,17,0.00,0.00,3.91,0.0
2021-08-01T02:00,30.7,16,0.00,0.00,1.70,0.0
2021-08-01T03:00,30.5,15,0.00,0.00,6.04,0.0
2021-08-01T04:00,28.2,20,0.00,0.00,8.45,0.0
2021-08-01T05:00,26.6,23,0.00,0.00,8.05,0.0
2021-08-01T06:00,24.1,39,0.00,0.00,8.01,0.0
2021-08-01T07:00,24.1,39,0.00,0.00,7.75,2.0
2021-08-01T08:00,23.7,39,0.00,0.00,8.03,56.0
2021-08-01T09:00,23.3,41,0.00,0.00,8.38,139.0
2021-08-01T10:00,25.4,39,0.00,0.00,8.86,236.0
2021-08-01T11:00,25.6,38,0.00,0.00,9.39,447.0
2021-08-01T12:00,26.0,37,0.00,0.00,8.82,656.0
2021-08-01T13:00,27.9,33,0.00,0.00,8.25,811.0
2021-08-01T14:00,28.4,31,0.00,0.00,7.99,874.0
2021-08-01T15:00,28.7,30,0.00,0.00,7.72,837.0
2021-08-01T16:00,29.8,27,0.00,0.00,7.60,805.0
2021-08-01T17:00,29.9,27,0.00,0.00,7.11,698.0
2021-08-01T18:00,29.6,26,0.00,0.00,6.39,540.0
2021-08-01T19:00,29.6,26,0.00,0.00,5.88,355.0
2021-08-01T20:00,29.1,27,0.00,0.00,5.94,170.0
2021-08-01T21:00,29.4,26,0.00,0.00,5.55,33.0
2021-08-01T22:00,27.2,28,0.00,0.00,5.61,0.0
2021-08-01T23:00,25.5,32,0.00,0.00,4.97,0.0
2021-08-02T00:00,24.9,34,0.00,0.00,3.67,0.0
2021-08-02T01:00,23.1,36,0.00,0.00,2.55,0.0
2021-08-02T02:00,22.6,35,0.00,0.00,1.66,0.0
2021-08-02T03:00,22.1,35,0.00,0.00,1.72,0.0
2021-08-02T04:00,20.1,38,0.00,0.00,2.02,0.0
2021-08-02T05:00,19.9,38,0.00,0.00,1.96,0.0
2021-08-02T06:00,19.9,40,0.00,0.00,2.04,0.0
2021-08-02T07:00,19.7,39,0.00,0.00,1.90,2.0
2021-08-02T08:00,20.3,37,0.00,0.00,1.10,60.0
2021-08-02T09:00,19.9,39,0.00,0.00,0.70,130.0
2021-08-02T10:00,23.9,33,0.00,0.00,2.00,309.0
2021-08-02T11:00,24.5,35,0.00,0.00,2.42,576.0
2021-08-02T12:00,25.0,33,0.00,0.00,2.02,765.0
2021-08-02T13:00,28.6,25,0.00,0.00,2.20,901.0
2021-08-02T14:00,28.9,23,0.00,0.00,2.64,953.0
2021-08-02T15:00,29.2,20,0.00,0.00,2.92,931.0
2021-08-02T16:00,30.9,15,0.00,0.00,3.11,868.0
2021-08-02T17:00,31.0,13,0.00,0.00,3.11,747.0
2021-08-02T18:00,30.3,14,0.00,0.00,4.11,580.0
2021-08-02T19:00,30.5,12,0.00,0.00,4.30,385.0
2021-08-02T20:00,30.8,10,0.00,0.00,4.02,189.0
2021-08-02T21:00,30.9,10,0.00,0.00,3.42,34.0
2021-08-02T22:00,27.9,12,0.00,0.00,3.30,0.0
2021-08-02T23:00,26.4,18,0.00,0.00,3.26,0.0
2021-08-03T00:00,25.9,17,0.00,0.00,2.86,0.0
2021-08-03T01:00,23.3,26,0.00,0.00,2.44,0.0
2021-08-03T02:00,22.0,27,0.00,0.00,2.10,0.0
2021-08-03T03:00,21.3,30,0.00,0.00,1.84,0.0
2021-08-03T04:00,20.8,26,0.00,0.00,1.27,0.0
2021-08-03T05:00,20.9,29,0.00,0.00,1.14,0.0
2021-08-03T06:00,21.2,31,0.00,0.00,1.34,0.0
2021-08-03T07:00,20.3,32,0.00,0.00,1.43,2.0
2021-08-03T08:00,18.9,35,0.00,0.00,1.53,88.0
2021-08-03T09:00,18.8,32,0.00,0.00,1.13,270.0
2021-08-03T10:00,24.4,22,0.00,0.00,1.02,469.0
2021-08-03T11:00,27.4,18,0.00,0.00,0.50,658.0
2021-08-03T12:00,27.9,19,0.00,0.00,0.73,812.0
2021-08-03T13:00,30.7,14,0.00,0.00,1.34,917.0
2021-08-03T14:00,31.1,12,0.00,0.00,2.00,967.0
2021-08-03T15:00,31.3,11,0.00,0.00,2.69,957.0
2021-08-03T16:00,32.6,8,0.00,0.00,3.23,887.0
2021-08-03T17:00,32.6,8,0.00,0.00,3.18,745.0
2021-08-03T18:00,30.0,17,0.00,0.00,1.99,483.0
2021-08-03T19:00,29.9,17,0.00,0.00,1.96,254.0
2021-08-03T20:00,30.3,15,0.00,0.00,2.25,108.0
2021-08-03T21:00,31.0,15,0.00,0.00,1.78,21.0
2021-08-03T22:00,28.4,18,0.00,0.00,1.39,0.0
2021-08-03T23:00,26.3,17,0.00,0.00,0.95,0.0
2021-08-04T00:00,26.2,15,0.00,0.00,0.36,0.0
2021-08-04T01:00,23.2,21,0.00,0.00,1.64,0.0
2021-08-04T02:00,22.1,21,0.00,0.00,2.98,0.0
2021-08-04T03:00,21.6,21,0.00,0.00,3.50,0.0
2021-08-04T04:00,20.2,21,0.00,0.00,3.80,0.0
2021-08-04T05:00,19.5,20,0.00,0.00,3.68,0.0
2021-08-04T06:00,19.8,13,0.00,0.00,3.20,0.0
2021-08-04T07:00,19.2,13,0.00,0.00,2.83,2.0
2021-08-04T08:00,19.1,14,0.00,0.00,2.40,87.0
2021-08-04T09:00,19.6,15,0.00,0.00,1.70,270.0
2021-08-04T10:00,28.0,11,0.00,0.00,0.89,472.0
2021-08-04T11:00,28.8,11,0.00,0.00,1.33,660.0
2021-08-04T12:00,29.4,12,0.00,0.00,2.33,813.0
2021-08-04T13:00,33.3,9,0.00,0.00,2.62,918.0
2021-08-04T14:00,33.4,9,0.00,0.00,2.46,967.0
2021-08-04T15:00,33.5,9,0.00,0.00,2.42,954.0
2021-08-04T16:00,34.5,8,0.00,0.00,2.32,882.0
2021-08-04T17:00,34.5,8,0.00,0.00,2.28,756.0
2021-08-04T18:00,32.7,11,0.00,0.00,1.12,586.0
2021-08-04T19:00,32.6,11,0.00,0.00,1.17,389.0
2021-08-04T20:00,32.8,10,0.00,0.00,1.84,187.0
2021-08-04T21:00,32.7,10,0.00,0.00,2.27,32.0
2021-08-04T22:00,27.8,15,0.00,0.00,2.33,0.0
2021-08-04T23:00,26.5,17,0.00,0.00,2.12,0.0
2021-08-05T00:00,27.4,16,0.00,0.00,1.56,0.0
2021-08-05T01:00,24.8,16,0.00,0.00,0.50,0.0
2021-08-05T02:00,24.7,15,0.00,0.00,1.17,0.0
2021-08-05T03:00,24.5,14,0.00,0.00,2.25,0.0
2021-08-05T04:00,19.7,20,0.00,0.00,2.75,0.0
2021-08-05T05:00,19.1,23,0.00,0.00,2.75,0.0
2021-08-05T06:00,20.1,23,0.00,0.00,2.75,0.0
2021-08-05T07:00,19.4,24,0.00,0.00,2.59,2.0
2021-08-05T08:00,19.6,24,0.00,0.00,2.06,84.0
2021-08-05T09:00,21.8,21,0.00,0.00,1.33,270.0
2021-08-05T10:00,27.8,15,0.00,0.00,1.70,468.0
2021-08-05T11:00,28.1,16,0.00,0.00,1.41,626.0
2021-08-05T12:00,28.6,16,0.00,0.00,1.33,719.0
2021-08-05T13:00,32.6,12,0.00,0.00,1.87,737.0
2021-08-05T14:00,33.2,12,0.00,0.00,2.34,847.0
2021-08-05T15:00,33.7,12,0.00,0.00,2.28,915.0
2021-08-05T16:00,34.1,11,0.00,0.00,2.12,761.0
2021-08-05T17:00,34.2,10,0.00,0.00,1.97,611.0
2021-08-05T18:00,32.2,10,0.00,0.00,1.79,342.0
2021-08-05T19:00,32.3,9,0.00,0.00,0.92,231.0
2021-08-05T20:00,32.4,9,0.00,0.00,0.71,126.0
2021-08-05T21:00,32.3,10,0.00,0.00,0.58,24.0
2021-08-05T22:00,30.0,10,0.00,0.00,1.28,0.0
2021-08-05T23:00,30.7,10,0.00,0.00,2.40,0.0
2021-08-06T00:00,27.8,12,0.00,0.00,3.47,0.0
2021-08-06T01:00,25.1,12,0.00,0.00,3.61,0.0
2021-08-06T02:00,24.7,12,0.00,0.00,3.05,0.0
2021-08-06T03:00,24.5,11,0.00,0.00,2.56,0.0
2021-08-06T04:00,21.3,17,0.00,0.00,2.48,0.0
2021-08-06T05:00,20.5,17,0.00,0.00,3.16,0.0
2021-08-06T06:00,20.5,21,0.00,0.00,2.84,0.0
2021-08-06T07:00,20.1,22,0.00,0.00,2.94,1.0
2021-08-06T08:00,20.1,23,0.00,0.00,2.02,82.0
2021-08-06T09:00,20.6,23,0.00,0.00,0.99,263.0
2021-08-06T10:00,28.5,17,0.00,0.00,0.92,464.0
2021-08-06T11:00,29.3,16,0.00,0.00,0.78,650.0
2021-08-06T12:00,30.0,16,0.00,0.00,1.04,800.0
2021-08-06T13:00,33.9,12,0.00,0.00,1.77,905.0
2021-08-06T14:00,34.7,11,0.00,0.00,2.62,952.0
2021-08-06T15:00,35.1,12,0.00,0.00,3.11,939.0
2021-08-06T16:00,36.6,10,0.00,0.00,3.28,865.0
2021-08-06T17:00,36.5,10,0.00,0.00,3.26,742.0
2021-08-06T18:00,34.4,15,0.00,0.00,2.72,570.0
2021-08-06T19:00,34.4,15,0.00,0.00,2.78,367.0
2021-08-06T20:00,34.7,14,0.00,0.00,3.22,166.0
2021-08-06T21:00,34.8,13,0.00,0.00,4.05,27.0
2021-08-06T22:00,31.8,15,0.00,0.00,6.41,0.0
2021-08-06T23:00,29.5,20,0.00,0.00,7.11,0.0
2021-08-07T00:00,29.1,20,0.00,0.00,5.00,0.0
2021-08-07T01:00,27.9,22,0.00,0.00,2.24,0.0
2021-08-07T02:00,27.5,22,0.00,0.00,2.10,0.0
2021-08-07T03:00,27.0,21,0.00,0.00,3.28,0.0
2021-08-07T04:00,25.7,21,0.00,0.00,3.89,0.0
2021-08-07T05:00,25.8,20,0.00,0.00,3.76,0.0
2021-08-07T06:00,25.3,21,0.00,0.00,3.02,0.0
2021-08-07T07:00,25.2,20,0.00,0.00,1.60,1.0
2021-08-07T08:00,24.8,21,0.00,0.00,3.96,25.0
2021-08-07T09:00,24.0,22,0.00,0.00,5.33,53.0
2021-08-07T10:00,27.1,19,0.00,0.00,6.90,211.0
2021-08-07T11:00,28.0,18,0.00,0.00,6.50,446.0
